ReciboID,PorcentajeDescuento,VehiculoID,ClienteID,Cantidad,Precio,Precio,Subtotal,Nombre,CostoActual,CostoAnterior
44,0,30,10,1,90,90,90,DESENGRASANTE Y SOLVENTES,126,126
44,0,30,10,5,94.83,94.83,474.15,ACEITE PARA MOTOR 10W30 TAMBO,44.83,44.83
44,0,30,10,1,99.13,99.13,99.13,LIMPIADOR DE INYECTORES,67.19,67.34
44,0,30,10,1,51.72,51.72,51.72,LIQUIDO LIMPIADOR DE CUERPO DE ACELERACION,43.28,43.28
44,0,30,10,1,51.72,51.72,51.72,GA248 FILTRO DE AIRE,50.98,50.98
44,0,30,10,1,2.6,2.6,2.6,HF0158 FOCO DE PELLIZCO,1.53,1.53
44,0,30,10,1,4.64,4.64,4.64,CIN0006 SINCHO NEGRO,3.57,3.57
44,0,30,10,1,6.29,6.29,6.29,921 FOCO PELLISCO MEDIANO,2.46,2.46
44,0,30,10,4,25.86,25.86,103.44,BUJIA DE ENCENDIDO COOPER,16.79,16.79
44,0,30,10,1,60.35,60.35,60.35,FILTRO PARA ACEITE INTERFIL DODGE,58.2,58.2
44,0,30,10,2,77.59,77.59,155.18,MACHETA LADO RUEDA DODGE,64.67,64.67
44,0,30,10,1,1344.82,1344.82,1344.82,SILENCIADOR AVENGER,1200,1200
26,0,NULL,67,1,198.28,198.28,198.28,EMPAQUE PARA CABEZA CHEVROLET,166.67,166.67
26,0,NULL,67,1,344.83,344.83,344.83,METAL DE CENTRO PARA CHEVROLET,303.87,303.87
26,0,NULL,67,1,137.93,137.93,137.93,METAL DE BIELA PARA CHEVROLET,90.7,90.7
26,0,NULL,67,1,215.52,215.52,215.52,ANILLOS PARA PISTON DE MOTOR,180.52,180.52
42,0,103,27,1,60.34,60.34,60.34,FILTRO PARA ACEITE VW,39.41,39.41
49,0,117,62,1,209.11,209.11,209.11,PAF2096M ANTICONGELANTE VERDE,229.96,235.3
49,0,117,62,1,3.54,3.54,3.54,MM4 ABRAZADERA SINFIN 1/4X5/8,4.1,4.1
49,0,117,62,1,356.21,356.21,356.21,TOMA DE AGUA FORD COMPLETA ALACARAN,274.07,274.01
49,0,117,62,2,73.28,73.28,146.56,MANGUERA DE AIRE ACONDICIONADO Y DE PASO,0,0
50,0,24,9,1,51.73,51.73,51.73,LIQUIDO DE FRENO DOT4,39.79,39.79
50,0,24,9,1,90,90,90,DESENGRASANTE Y SOLVENTES,126,126
50,0,24,9,2,75.68,75.68,151.36,TOT101 RECTIFICACION DE DISCO,180,180
50,0,24,9,1,112.07,112.07,112.07,LIMPIADOR DE INYECTORES PRESURIZADO,78.6,78.6
50,0,24,9,1,4.64,4.64,4.64,CIN0006 SINCHO NEGRO,3.57,3.57
50,0,24,9,4,34.48,34.48,137.92,MR43XLS BUJIA PARA TORNADO,19.33,19.33
50,0,24,9,1,77.59,77.59,77.59,89037218 FILTRO PARA AIRE CORSA TORNADO,54.4,54.4
50,0,24,9,1,68.99,68.99,68.99,93429345 FILTRO PARA GASOLINA CHEVROLET,53.06,53.06
50,0,24,9,1,60.35,60.35,60.35,PF47M FILTRO PARA ACEITE DE CHEVROLET,36.66,36.66
50,0,24,9,1,379.31,379.31,379.31,19186238 GARRAFA ACEITE ACDELCO 20W50,225,225
50,0,24,9,1,0,0,0,FOCO 12V 27/7W W2.5X16Q AMBAR,18.15,18.15
